0.000000,0.000000
0.020620,0.692938
0.041240,1.926590
0.061860,3.987431
0.082479,6.342255
0.103100,8.089512
0.123719,8.557456
0.144339,7.600071
0.164959,5.725456
0.185579,3.696749
0.206199,2.061483
0.226819,1.034650
0.247439,0.804703
0.268059,0.611658
0.288679,0.760518
0.309299,1.164463
0.329919,1.746865
0.350539,2.336022
0.371159,2.777688
0.391779,3.062228
0.412398,3.169090
0.433019,3.152257
0.453639,3.036389
0.474258,2.787820
0.494878,2.552125
0.515499,2.426232
0.536118,2.478275
0.556738,2.666215
0.577358,2.857110
0.597978,3.021021
0.618598,3.204286
0.639218,3.391328
0.659838,3.540726
0.680458,3.639226
0.701078,3.689372
0.721698,3.785971
0.742318,3.953395
0.762937,4.124642
0.783558,4.341628
0.804177,4.626549
0.824797,4.867847
0.845417,5.006151
0.866037,5.142588
0.886657,5.316340
0.907277,5.533187
0.927897,5.748322
0.948517,5.989821
0.969137,6.183804
0.989757,6.340200
1.010377,6.424768
1.030997,6.472450
1.051617,6.548063
1.072237,6.661965
1.092856,6.756348
1.113477,6.826718
1.134097,6.877900
1.154716,6.912472
1.175336,6.961161
1.195957,7.077346
1.216576,7.236197
1.237196,7.450253
1.257816,7.678974
1.278436,7.868019
1.299056,8.033504
1.319676,8.122525
1.340296,8.163213
1.360916,8.156054
1.381536,8.141926
1.402156,8.146827
1.422776,8.196002
1.443395,8.315016
1.464016,8.446410
1.484635,8.640347
1.505255,8.862281
1.525875,9.127312
1.546495,9.437069
1.567115,9.662635
1.587735,9.791679
1.608355,9.818523
1.628975,9.718320
1.649595,9.522269
1.670215,9.349874
1.690835,9.206961
1.711455,9.013780
1.732075,8.727253
1.752695,8.223443
1.773314,7.470227
1.793935,6.530214
1.814555,5.455060
1.835174,4.316133
1.855794,3.229654
1.876415,2.267747
1.897034,1.474402
1.917654,0.907011
1.938274,0.556158
1.958894,0.377447
1.979514,0.333396
2.000134,0.421136
2.020754,0.687796
2.041374,1.195288
2.061994,1.999003
2.082614,3.079736
2.103234,4.362724
2.123853,5.770061
2.144474,7.129709
2.165093,8.400206
2.185713,9.419450
2.206333,10.133701
2.226953,10.561136
2.247573,10.754795
2.268193,10.740440
2.288813,10.602057
2.309433,10.387844
2.330053,10.047750
2.350673,9.568886
2.371293,8.867435
2.391913,7.927784
2.412533,6.776796
2.433153,5.469880
2.453773,4.106482
2.474393,2.824523
2.495013,1.751124
2.515632,0.980004
2.536252,0.504820
2.556873,0.248836
2.577492,0.130516
2.598112,0.083302
2.618732,0.065867
2.639352,0.057992
2.659972,0.053747
2.680592,0.051750
2.701212,0.049621
2.721832,0.046432
2.742452,0.043363
2.763072,0.041012
2.783692,0.041380
2.804312,0.041770
2.824932,0.042051
2.845551,0.043827
2.866171,0.043198
2.886791,0.042637
2.907411,0.040636
2.928031,0.038250
2.948651,0.035193
2.969271,0.033475
2.989891,0.032907
3.010511,0.030777
