0.000000,0.000000
0.020620,0.866173
0.041240,2.408238
0.061860,4.984289
0.082479,7.927819
0.103100,10.111890
0.123719,10.696819
0.144339,9.500089
0.164959,7.156820
0.185579,4.620936
0.206199,2.576854
0.226819,1.293312
0.247439,0.670586
0.268059,0.509715
0.288679,0.633765
0.309299,0.970386
0.329919,1.455721
0.350539,1.946685
0.371159,2.314740
0.391779,2.551857
0.412398,2.640908
0.433019,2.626881
0.453639,2.530324
0.474258,2.353021
0.494878,2.182113
0.515499,2.101821
0.536118,2.175584
0.556738,2.372260
0.577358,2.577000
0.597978,2.762762
0.618598,2.971716
0.639218,3.190206
0.659838,3.379116
0.680458,3.524303
0.701078,3.626306
0.721698,3.777759
0.742318,4.005643
0.762937,4.244596
0.783558,4.538976
0.804177,4.915038
0.824797,5.256359
0.845417,5.496012
0.866037,5.741723
0.886657,6.038312
0.907277,6.395140
0.927897,6.762732
0.948517,7.096375
0.969137,7.378047
0.989757,7.618571
1.010377,7.775618
1.030997,7.889971
1.051617,8.040286
1.072237,8.240168
1.092856,8.418679
1.113477,8.569712
1.134097,8.698739
1.154716,8.808549
1.175336,8.938160
1.195957,9.157095
1.216576,9.435040
1.237196,9.789865
1.257816,10.169683
1.278436,10.502558
1.299056,10.809048
1.319676,11.016759
1.340296,11.161751
1.360916,11.243158
1.381536,11.316223
1.402156,11.417170
1.422776,11.582376
1.443395,11.849897
1.464016,12.139787
1.484635,12.525317
1.505255,12.958474
1.525875,13.462782
1.546495,14.042546
1.567115,14.506244
1.587735,14.832067
1.608355,15.007586
1.628975,14.990348
1.649595,14.823584
1.670215,14.690880
1.690835,14.602438
1.711455,14.431832
1.732075,14.107067
1.752695,13.421388
1.773314,12.311263
1.793935,10.868340
1.814555,9.169476
1.835174,7.328107
1.855794,5.539230
1.876415,3.929430
1.897034,2.581296
1.917654,1.604607
1.938274,0.994343
1.958894,0.682064
1.979514,0.608989
2.000134,0.777685
2.020754,1.284175
2.041374,2.256704
2.061994,3.816867
2.082614,5.947771
2.103234,8.523203
2.123853,11.404805
2.144474,14.259418
2.165093,16.800411
2.185713,18.838900
2.206333,20.267403
2.226953,21.122272
2.247573,21.509590
2.268193,21.480881
2.288813,21.204115
2.309433,20.775688
2.330053,20.095499
2.350673,19.137772
2.371293,17.734871
2.391913,15.855568
2.412533,13.553592
2.433153,10.939759
2.453773,8.212964
2.474393,5.649047
2.495013,3.502247
2.515632,1.960008
2.536252,1.009640
2.556873,0.497671
2.577492,0.261033
2.598112,0.166604
2.618732,0.131733
2.639352,0.115985
2.659972,0.107494
2.680592,0.103501
2.701212,0.099242
2.721832,0.092864
2.742452,0.086726
2.763072,0.082023
2.783692,0.082759
2.804312,0.083539
2.824932,0.084102
2.845551,0.087654
2.866171,0.086395
2.886791,0.085274
2.907411,0.081272
2.928031,0.076500
2.948651,0.070386
2.969271,0.066949
2.989891,0.065814
3.010511,0.061554
